date,equity,capital,unrealized_pnl,open_positions,spot
2024-08-21,125498.05143554692,125498.05143554692,0.0,0,552.1923217773438
2024-08-23,125498.05143554692,125498.05143554692,0.0,0,553.6796264648438
2024-08-26,125498.05143554692,125498.05143554692,0.0,0,552.3598022460938
2024-08-28,125498.05143554692,125498.05143554692,0.0,0,549.9072265625
2024-08-30,125498.05143554692,125498.05143554692,0.0,0,555.2064208984375
2024-09-04,125498.05143554692,125498.05143554692,0.0,0,542.6677856445312
2024-09-06,125498.05143554692,125498.05143554692,0.0,1,532.2369384765625
2024-09-09,125498.05143554692,125498.05143554692,0.0,1,538.1959228515625
2024-09-11,125498.05143554692,125498.05143554692,0.0,1,546.0855712890625
2024-09-12,125498.05143554692,125498.05143554692,0.0,1,550.6854858398438
2024-09-13,125498.05143554692,125498.05143554692,0.0,1,553.5615234375
2024-09-16,125498.05143554692,125498.05143554692,0.0,1,554.3790283203125
2024-09-17,125498.05143554692,125498.05143554692,0.0,1,554.60546875
2024-09-18,125498.05143554692,125498.05143554692,0.0,1,552.9607543945312
2024-09-19,123811.45757812505,123811.45757812505,0.0,0,562.3966064453125
2024-09-20,123811.45757812505,123811.45757812505,0.0,0,561.4244384765625
2024-09-23,123811.45757812505,123811.45757812505,0.0,0,562.8273315429688
2024-09-24,123811.45757812505,123811.45757812505,0.0,0,564.4378051757812
2024-09-25,123811.45757812505,123811.45757812505,0.0,0,563.1929931640625
2024-09-26,123811.45757812505,123811.45757812505,0.0,0,565.4258422851562
2024-09-27,123811.45757812505,123811.45757812505,0.0,0,564.6057739257812
2024-09-30,123811.45757812505,123811.45757812505,0.0,0,566.8682861328125
2024-10-01,123811.45757812505,123811.45757812505,0.0,0,561.7900390625
2024-10-02,123811.45757812505,123811.45757812505,0.0,0,562.027099609375
2024-10-03,123811.45757812505,123811.45757812505,0.0,0,560.9996948242188
2024-10-04,123811.45757812505,123811.45757812505,0.0,0,566.09765625
2024-10-07,123811.45757812505,123811.45757812505,0.0,0,560.9798583984375
2024-10-08,123811.45757812505,123811.45757812505,0.0,0,566.2853393554688
2024-10-09,123811.45757812505,123811.45757812505,0.0,0,570.2077026367188
2024-10-10,123811.45757812505,123811.45757812505,0.0,0,569.2098388671875
2024-10-11,123811.45757812505,123811.45757812505,0.0,0,572.6183471679688
2024-10-14,123811.45757812505,123811.45757812505,0.0,0,577.3014526367188
2024-10-15,123811.45757812505,123811.45757812505,0.0,0,572.8159790039062
2024-10-16,123811.45757812505,123811.45757812505,0.0,0,575.3057250976562
2024-10-17,123811.45757812505,123811.45757812505,0.0,0,575.3550415039062
2024-10-18,123811.45757812505,123811.45757812505,0.0,0,577.5682373046875
2024-10-21,123811.45757812505,123811.45757812505,0.0,0,576.6196899414062
2024-10-22,123811.45757812505,123811.45757812505,0.0,0,576.3134155273438
2024-10-23,123811.45757812505,123811.45757812505,0.0,0,571.0474853515625
2024-10-24,123811.45757812505,123811.45757812505,0.0,0,572.282470703125
2024-10-25,123811.45757812505,123811.45757812505,0.0,1,572.0848388671875
2024-10-29,123811.45757812505,123811.45757812505,0.0,1,574.7821655273438
2024-10-30,123811.45757812505,123811.45757812505,0.0,2,573.0432739257812
2024-10-31,123811.45757812505,123811.45757812505,0.0,3,561.809814453125
2024-11-01,123811.45757812505,123811.45757812505,0.0,4,564.180908203125
2024-11-04,123811.45757812505,123811.45757812505,0.0,5,562.9656982421875
2024-11-05,123811.45757812505,123811.45757812505,0.0,6,569.7730102539062
2024-11-06,123811.45757812505,123811.45757812505,0.0,6,583.9407348632812
2024-11-07,123364.95740234379,123364.95740234379,0.0,5,588.455810546875
2024-11-08,123364.95740234379,123364.95740234379,0.0,5,591.0048217773438
2024-11-11,122659.96837402348,122659.96837402348,0.0,4,591.5680541992188
2024-11-13,122659.96837402348,122659.96837402348,0.0,4,590.016845703125
2024-11-14,119788.25717773441,119788.25717773441,0.0,1,586.2229614257812
2024-11-15,119788.25717773441,119788.25717773441,0.0,1,578.7142333984375
2024-11-18,119871.36885742191,119871.36885742191,0.0,0,581.08544921875
2024-11-19,119871.36885742191,119871.36885742191,0.0,0,583.2095336914062
2024-11-20,119871.36885742191,119871.36885742191,0.0,0,583.4072265625
2024-11-21,119871.36885742191,119871.36885742191,0.0,0,586.5391235351562
2024-11-22,119871.36885742191,119871.36885742191,0.0,0,588.3569946289062
2024-11-25,119871.36885742191,119871.36885742191,0.0,0,590.352783203125
2024-11-26,119871.36885742191,119871.36885742191,0.0,0,593.435302734375
2024-11-27,119871.36885742191,119871.36885742191,0.0,0,591.6370849609375
2024-11-29,119871.36885742191,119871.36885742191,0.0,0,595.3124389648438
2024-12-02,119871.36885742191,119871.36885742191,0.0,0,596.3794555664062
2024-12-03,119871.36885742191,119871.36885742191,0.0,0,596.6561889648438
2024-12-04,119871.36885742191,119871.36885742191,0.0,0,600.3610229492188
2024-12-05,119871.36885742191,119871.36885742191,0.0,0,599.3731079101562
2024-12-06,119871.36885742191,119871.36885742191,0.0,0,600.50927734375
2024-12-09,119871.36885742191,119871.36885742191,0.0,0,597.4169311523438
2024-12-10,119871.36885742191,119871.36885742191,0.0,0,595.5594482421875
2024-12-11,119871.36885742191,119871.36885742191,0.0,0,600.1635131835938
2024-12-12,119871.36885742191,119871.36885742191,0.0,0,597.0711669921875
2024-12-13,119871.36885742191,119871.36885742191,0.0,0,596.9525146484375
2024-12-16,119871.36885742191,119871.36885742191,0.0,0,599.5015258789062
2024-12-17,119871.36885742191,119871.36885742191,0.0,0,597.0315551757812
2024-12-18,119871.36885742191,119871.36885742191,0.0,1,579.2379150390625
2024-12-19,119871.36885742191,119871.36885742191,0.0,2,579.06005859375
2024-12-20,119871.36885742191,119871.36885742191,0.0,2,586.01513671875
2024-12-23,119871.36885742191,119871.36885742191,0.0,2,589.5244140625
2024-12-24,119871.36885742191,119871.36885742191,0.0,2,596.0769653320312
2024-12-26,119871.36885742191,119871.36885742191,0.0,2,596.1166381835938
2024-12-27,119871.36885742191,119871.36885742191,0.0,2,589.841552734375
2024-12-30,120643.0493212891,120643.0493212891,0.0,1,583.1105346679688
2024-12-31,120643.0493212891,120643.0493212891,0.0,1,580.9891357421875
2025-01-02,121906.54525390628,121906.54525390628,0.0,0,579.5617065429688
2025-01-03,121906.54525390628,121906.54525390628,0.0,0,586.8081665039062
2025-01-06,121906.54525390628,121906.54525390628,0.0,0,590.1885986328125
2025-01-07,121906.54525390628,121906.54525390628,0.0,0,583.51708984375
2025-01-08,121906.54525390628,121906.54525390628,0.0,0,584.3695068359375
2025-01-10,121906.54525390628,121906.54525390628,0.0,0,575.4476318359375
2025-01-13,121906.54525390628,121906.54525390628,0.0,1,576.3399047851562
2025-01-14,121906.54525390628,121906.54525390628,0.0,1,577.1329956054688
2025-01-15,121906.54525390628,121906.54525390628,0.0,1,587.6310424804688
2025-01-16,121906.54525390628,121906.54525390628,0.0,1,586.5009155273438
2025-01-17,121906.54525390628,121906.54525390628,0.0,1,592.3893432617188
2025-01-21,121906.54525390628,121906.54525390628,0.0,1,597.8117065429688
2025-01-22,121906.54525390628,121906.54525390628,0.0,1,601.1723022460938
2025-01-23,120476.92919921878,120476.92919921878,0.0,0,604.45361328125
2025-01-24,120476.92919921878,120476.92919921878,0.0,0,602.68896484375
2025-01-27,120476.92919921878,120476.92919921878,0.0,0,594.1636962890625
2025-01-28,120476.92919921878,120476.92919921878,0.0,0,599.2689819335938
2025-01-29,120476.92919921878,120476.92919921878,0.0,0,596.58251953125
2025-01-30,120476.92919921878,120476.92919921878,0.0,0,599.784423828125
